"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL2430174";"";"None";"620.73";"2";"6.07";"26";"Cc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)c2ncc(C)n2Cc2cccc(F)c2)cc2cn[nH]c12";"Stability";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2433979";"Metabolic stability in mouse liver microsomes assessed as compound remaining";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2429735";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";""
"CHEMBL1807619";"";"None";"440.50";"0";"3.32";"6e";"O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NC4CCCC4)nn23)cc1F";"Stability";"'='";"65.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1809896";"Metabolic stability in CD1 mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins by LC/MS/MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1806352";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL3359378";"";"None";"307.35";"0";"3.91";"5n";"O=C(O)c1ccc(-c2nc3cccnc3n2C2CCCC2)cc1";"Stability";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3383132";"Stability in mouse liver microsomes at 1 uM pre-incubated for 5 mins in presence of NADPH and measured after 45 mins by LC/MS method";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3351690";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";"";""
"CHEMBL1372836";"";"None";"491.60";"0";"3.57";"1, TG6-129, 17503974";"CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(F)cc3)cc2)s1";"Stability";"'='";"40.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2412164";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 to 10 uM after 60 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2407059";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";""
"CHEMBL2441954";"";"None";"433.34";"0";"3.40";"2u, More active atropisomer";"Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N1CCCC1)C2";"Stability";"'='";"73.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2444178";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 3 uM after 10 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2439999";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL2441836";"";"None";"380.28";"0";"3.42";"3c, Less active atropisomer";"COCCN1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O";"Stability";"'='";"65.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2444178";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 3 uM after 10 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2439999";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL2398343";"";"None";"599.63";"2";"7.09";"22";"CC[C@@H]1CC[C@@H](C(=O)N(C)C)N1C(=O)C1=C(C(C)C)N2C(=N[C@@](C)(c3ccc(Cl)cc3)[C@H]2c2ccc(Cl)cc2)S1";"Stability";"'='";"70.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2400923";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins by LC-MS/MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2396597";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
"CHEMBL2348379";"";"None";"458.55";"0";"1.66";"4";"CC(C)(C)C(=O)N(CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)c1ccc(F)cc1F";"Stability";"'='";"55.27";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2404636";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 2 uM after 60 mins in presence of NADPH";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2401641";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";""
"CHEMBL1822133";"";"None";"432.28";"0";"4.16";"20";"O=C(Cc1cccc2ncc(F)cc12)Nc1scc(Br)c1-c1ncn[nH]1";"Stability";"'='";"2.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1825679";"Oxidative metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1821697";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL2398241";"";"None";"668.73";"2";"7.17";"34";"CC[C@@H]1CC[C@@H](C(=O)N2CCN(C)[C@@H](C)C2)N1C(=O)C1=C(C(C)C)N2C(=N[C@@](C)(c3ccc(Cl)cc3)[C@H]2c2ccc(Cl)cc2)S1";"Stability";"'='";"69.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2400923";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins by LC-MS/MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2396597";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";""
"CHEMBL2420631";"";"None";"477.55";"0";"2.33";"60";"O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cc1)c1ccc2nccn2c1";"Stability";"'='";"75.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2423678";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins LC-MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2417368";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL2420639";"";"None";"392.44";"0";"2.49";"34";"O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)c1cn2ccnc2cn1";"Stability";"'='";"13.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2423678";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins LC-MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2417368";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL2420665";"";"None";"398.49";"0";"2.67";"26";"O=C(NCc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccc2nc[nH]c2c1";"Stability";"'='";"16.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2423678";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins LC-MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2417368";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL2407259";"";"None";"400.53";"0";"4.53";"23";"CC(C)N1CCN(c2ccc(NC(=O)c3ccc(-c4ccccn4)cc3)cc2)CC1";"Stability";"'='";"61.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2411799";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 60 mins by LC/MS/MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2406971";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";""
"CHEMBL1807614";"";"None";"368.44";"0";"2.10";"5m";"CN(C)CCNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)o1";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL1809896";"Metabolic stability in CD1 mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins by LC/MS/MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1806352";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL1807609";"";"None";"426.47";"0";"2.79";"5g";"O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F";"Stability";"'='";"87.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1809896";"Metabolic stability in CD1 mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins by LC/MS/MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1806352";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL2178393";"";"None";"406.56";"0";"2.67";"6";"Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1";"Stability";"'='";"42.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2189063";"Metabolic stability in mouse liver microsomes at 5 uM after 30 mins by LC/MS/MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2177047";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL2071217";"";"None";"435.92";"0";"3.21";"(+)-33";"NC(=O)[C@@H]1[C@H](Nc2nc(Nc3cnn(Cc4ccccc4)c3)ncc2Cl)[C@H]2C=C[C@@H]1C2";"Stability";"'<'";"1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2073503";"Metabolic stability of the compound in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2069252";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";""
"CHEMBL2048908";"";"None";"537.05";"2";"5.37";"47m";"CC(C)(CO)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21";"Stability";"'='";"88.0";"microL/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL2050653";"Metabolic stability in mouse liver microsomes at 1 umol/L after 20 mins by HPLC analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2046372";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL1800118";"";"None";"385.90";"1";"5.68";"22";"COC1(c2nnc3c(Oc4cccc(Cl)c4C)cccn23)CCCCCC1";"Stability";"'<'";"1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1804461";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 10 mins";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL1800042";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL3752025";"";"None";"244.26";"0";"1.64";"7";"CC(C)n1nc(-c2ccon2)c2c(N)ncnc21";"Stability";"'='";"2.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4000783";"Stability in mouse liver microsomes assessed as compound remaining at 1 uM after 15 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";" microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL4000172";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";""
"CHEMBL4079119";"";"None";"325.37";"0";"2.78";"15c";"Cc1ccc(-c2cc(-c3nn(C(C)C)c(N)c3C(N)=O)no2)cc1";"Stability";"'='";"61.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4000783";"Stability in mouse liver microsomes assessed as compound remaining at 1 uM after 15 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";" microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL4000172";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";""
"CHEMBL4098444";"";"None";"537.67";"2";"5.60";"6d";"C=CC(=O)Nc1cc(Nc2n[nH]c3cc(-c4cn(C)c5ccccc45)ccc23)c(OC)cc1N(C)CCN(C)C";"Stability";"";"";"%";"";"";"Stable";"UO_0000187";"";"";"";"";"0";"CHEMBL4009530";"Stability in mouse liver microsomes at 3 uM up to 50 mins by LCMS analysis";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";" microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL4007434";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";""
"CHEMBL2396958";"";"None";"405.40";"0";"3.82";"3j";"O=S(=O)(c1cccc(C(F)(F)F)c1)N1[C@@H]2c3ccccc3[C@H]1Cc1n[nH]cc12";"Stability";"'='";"53.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2401284";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 30 mins assessed per 0.5 mg of protein in presence of NADPH";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2396609";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";""
"CHEMBL3322717";"";"None";"403.51";"0";"4.13";"AEA15";"Cc1c(C2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)C2)sc2ccccc12";"Stability";"'='";"65.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3365688";"Metabolic stability in mouse liver mirosomes assessed as compound remaining at 1 uM after 15 mins by LC-MS/MS analysis";"A";"BAO_0000221";"tissue-based format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";""
"CHEMBL3315065";"";"None";"484.56";"0";"4.44";"33";"CC(C)(C(=O)NC(N)=O)[C@H]1c2ccccc2Oc2nc(-c3ccc(C(=O)N4CCCC4)cc3)ccc21";"Stability";"'='";"76.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3370924";"Metabolic stability in mouse liver microsomes assessed as compound remaining";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3401664";"";"None";"450.56";"0";"3.22";"7";"O=C(N[C@H]1C2CC3CC1C[C@](O)(C3)C2)c1cccc(N2CCN(c3ccc(F)cc3)CC2)n1";"Stability";"'='";"73.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3404745";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3399978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3401681";"";"None";"524.69";"1";"2.87";"24";"C[C@@H]1CN(c2ccc(S(C)(=O)=O)cc2)CCN1c1cccc(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)n1";"Stability";"'='";"97.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3404745";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3399978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3401682";"";"None";"524.69";"1";"2.87";"25";"C[C@H]1CN(c2ccc(S(C)(=O)=O)cc2)CCN1c1cccc(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)n1";"Stability";"'='";"88.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3404745";"Metabolic stability in mouse liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL3399978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL2435188";"";"None";"446.51";"0";"2.21";"11c";"CCN(CC)CCOc1ccc(-c2nc3c(=O)n(C)c(=O)nc-3n(-c3ccccc3)n2)cc1";"Stability";"'='";"92.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2438917";"Metabolic stability in mouse liver microsomes assessed as compound remaining at 1 uM after 10 mins by LC-MS analysis";"A";"BAO_0000251";"microsome format";"Mus musculus";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613580";"Liver";"Mus musculus";"TISSUE";"CHEMBL2434910";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";""
