"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3545367";"LEMBOREXANT";"4.0";"410.42";"0";"3.74";"34, E2006";"Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1";"Stability";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3588590";"Metabolic stability in human liver microsomes assessed as residual ratio at 0.1 uM after 15 mins by LC-MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3585325";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";""
"CHEMBL3797550";"";"None";"315.44";"0";"3.55";"46";"O=C(NCCc1nc(-c2ccccc2)cs1)N1CCCCC1";"Stability";"'='";"104.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3804650";"Metabolic stability in human liver microsomes assessed as compound remaining at 3 uM after 60 mins by UPLC-MS/MS analysis";"A";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3797193";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"None";"";""
"CHEMBL470025";"";"None";"475.15";"0";"4.65";"29";"Cc1cc(Br)c(Nc2nc(N)nc(Nc3ccc(C#N)cc3)n2)c(Br)c1";"Stability";"'='";"26.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3382212";"Metabolic stability in human liver microsomes assessed as compound remaining after 15 mins by UPLC analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3352040";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";""
"CHEMBL3315065";"";"None";"484.56";"0";"4.44";"33";"CC(C)(C(=O)NC(N)=O)[C@H]1c2ccccc2Oc2nc(-c3ccc(C(=O)N4CCCC4)cc3)ccc21";"Stability";"'='";"78.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3370922";"Metabolic stability in human liver microsomes assessed as compound remaining";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3351663";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL1230001";"";"None";"392.38";"0";"4.82";"3, A1120";"O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1";"Stability";"'='";"3.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3380011";"Metabolic stability in human liver microsomes assessed as compound remaining at 10 uM after 30 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3351344";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3359022";"";"None";"419.40";"0";"4.46";"55";"O=C(O)c1cnccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1";"Stability";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3380011";"Metabolic stability in human liver microsomes assessed as compound remaining at 10 uM after 30 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3351344";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3359024";"";"None";"420.39";"0";"3.85";"57";"O=C(O)c1cnncc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1";"Stability";"'='";"97.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3380011";"Metabolic stability in human liver microsomes assessed as compound remaining at 10 uM after 30 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3351344";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3315048";"";"None";"386.46";"0";"3.93";"19";"Cn1cc(C2CCC(Oc3nccnc3-c3cncnc3)CC2)c2ncccc21";"Stability";"'='";"48.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3368996";"Metabolic stability in human liver microsomes incubated for 10 mins prior to NADPH addition measured after 60 mins by LC/MS/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3352660";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3121155";"";"None";"827.09";"2";"9.92";"18";"O=C([C@@H](c1ccccc1)N1CCCCC1)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](c5ccccc5)N5CCCCC5)[nH]4)cc3)cc2)[nH]1";"Stability";"";"";"%";"";"";"Unstable";"UO_0000187";"";"";"";"";"0";"CHEMBL3123637";"Metabolic stability of the compound in human liver microsomes assessed as cyanide adduct formation at 10 uM after 30 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3120093";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL2338803";"";"None";"252.22";"0";"1.54";"10";"O=c1[nH]nc(CCc2cc(F)cc(F)c2)cc1O";"Stability";"'='";"62.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3384567";"Drug metabolism in human liver microsomes assessed as glucuronidation of compound measured as compound remaining after 60 mins by LC/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3351460";"1";"Scientific Literature";"ACS Med Chem Lett";"2014";"None";"";""
"CHEMBL3314305";"";"None";"509.01";"2";"7.38";"10k";"CC1(C)CN(c2ccccc2NC(=O)Nc2csc(Cl)n2)c2c(O)ccc(-c3ccc(F)cc3)c21";"Stability";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3365974";"Metabolic stability in human liver microsomes assessed as compound remaining at 0.5 uM after 10 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3352472";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3314288";"";"None";"491.90";"1";"7.02";"2b";"CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(Cl)c21";"Stability";"'='";"66.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3365974";"Metabolic stability in human liver microsomes assessed as compound remaining at 0.5 uM after 10 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3352472";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3314295";"";"None";"533.55";"2";"8.03";"10a";"CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccccc3)c21";"Stability";"'='";"76.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3365974";"Metabolic stability in human liver microsomes assessed as compound remaining at 0.5 uM after 10 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3352472";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3086441";"";"None";"425.46";"0";"3.77";"6-51";"COc1cc(OC)cc(N2CCN(C(=O)c3oc(C)nc3-c3ccccc3F)CC2)c1";"Stability";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3089548";"Metabolic stability in human liver microsomes assessed as compound remaining at 5 uM after 1 hr by LC/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3085756";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL3086440";"";"None";"434.30";"1";"5.06";"6-50";"Cc1nc(-c2ccc(F)cc2)c(C(=O)N2CCN(c3cc(Cl)cc(Cl)c3)CC2)o1";"Stability";"'='";"71.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3089548";"Metabolic stability in human liver microsomes assessed as compound remaining at 5 uM after 1 hr by LC/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3085756";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL3086395";"";"None";"372.43";"0";"3.48";"6-4";"Cc1nc(-c2ccccc2)c(C(=O)N2CCN(c3cccc(C#N)c3)CC2)o1";"Stability";"'='";"8.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3089548";"Metabolic stability in human liver microsomes assessed as compound remaining at 5 uM after 1 hr by LC/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3085756";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL3091515";"";"None";"588.54";"1";"2.03";"37";"CN1CCN(C(=O)[C@H](CNC(=O)c2ccc(Cl)s2)NS(=O)(=O)c2cccc(N3CCCC3=O)c2Cl)CC1";"Stability";"'='";"59.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3097583";"Metabolic stability in human liver microsomes at 5 uM after 20 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3091444";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL3103439";"";"None";"400.53";"0";"4.57";"13b";"COC12CC3CC(C1)C(Cc1nnn[nH]1)(c1ccc(-c4ccccc4)cc1)C(C3)C2";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL3107718";"Metabolic stability in human liver microsomes assessed as compound remaining after 10 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3102707";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3103432";"";"None";"387.49";"0";"3.17";"20f";"OC1C2CC3CC1CC(C2)C3(Cc1nnn[nH]1)c1ccc(-c2ccccc2)nc1";"Stability";"'='";"91.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3107718";"Metabolic stability in human liver microsomes assessed as compound remaining after 10 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3102707";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3310483";"";"None";"340.23";"0";"4.86";"2aq";"Fc1cc(C(CC2CNC2)Oc2cccc(Cl)c2)ccc1Cl";"Stability";"'='";"57.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3363901";"Stability in human liver microsomes assessed as compound remaining at 1 uM after 30 mins by LC/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3352322";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3310489";"";"None";"319.81";"0";"4.52";"2ax";"Cc1cccc(OC(CC2CNC2)c2ccc(Cl)c(F)c2)c1";"Stability";"'='";"36.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3363901";"Stability in human liver microsomes assessed as compound remaining at 1 uM after 30 mins by LC/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3352322";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3628875";"";"None";"335.46";"0";"3.57";"53";"Cc1cc(NCC2CCCCN2)n2nc(C)c(-c3ccccc3)c2n1";"Stability";"'='";"51.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3630156";"Metabolic stability in human liver microsomes assessed as compound remaining at 0.1 uM measured at 30 mins by LC-MS/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3627697";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL3735194";"";"None";"579.03";"2";"5.72";"15a";"Cl.NC(=O)c1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCNCC2)c(C(F)(F)F)c1";"Stability";"'='";"73.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3739045";"Metabolic stability in human liver microsomes after 60 mins";"A";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3734757";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL3628217";"";"None";"452.56";"0";"4.01";"12";"CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(=O)(=O)C5CC5)c4)cn23)cc1";"Stability";"";"";"%";"";"";"Stable";"UO_0000187";"";"";"";"";"0";"CHEMBL3631367";"Metabolic stability of the compound in human liver microsomes assessed as compound remaining at 0.1 uM after 30 mins by LC-MS/MS analysis";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3627607";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";""
"CHEMBL3808597";"";"None";"470.40";"1";"5.90";"17";"O=C(Nc1ccc2nc(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[nH]c2c1)c1cscn1";"Stability";"";"";"%";"";"";"Stable";"UO_0000187";"";"";"";"";"0";"CHEMBL3813398";"Metabolic stability in human liver microsomes assessed as compound hydrolysis in presence of NADPH";"A";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3808290";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";""
"CHEMBL3622352";"";"None";"583.69";"1";"3.73";"17e";"COc1cccc2c1C(NC[C@]1(c3ccccc3)CC[C@H](OC(=O)NS(=O)(=O)c3ccccc3)CC1)=NS2(=O)=O";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL3625776";"Metabolic stability in human liver microsomes assessed as compound remaining at 3 uM after 10 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3621160";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL116438";"CURCUMIN";"3.0";"368.39";"0";"3.85";"Curcumin";"COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O";"Stability";"'<'";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3602558";"Stability in human liver microsomes assessed as compound remaining at 1 mM pre-incubated at 37 degC for 5 mins followed by NAPDH addition and further incubated at 37 degC for 120 mins by HPLC method";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3600354";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3264227";"";"None";"424.50";"0";"2.59";"6c, TG8-21";"Cc1[nH]c2ccccc2c1CCNC(=O)/C=C/c1ccc(OCCO)c(OCCO)c1";"Stability";"'='";"70.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3266942";"Metabolic stability in human liver microsomes assessed as compound remaining at 10 uM after 60 mins";"A";"BAO_0000019";"assay format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3259737";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3747691";"";"None";"479.50";"0";"2.98";"13";"COc1cnc(-n2ccnn2)c2[nH]cc(C(=O)C(=O)N3CCc4c(cccc4-c4ccccn4)C3)c12";"Stability";"'='";"7.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3748701";"Metabolic stability in human liver microsomes assessed as compound remaining at 3 uM after 10 mins at pH 7.4 by LC/MS analysis";"A";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3745674";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
"CHEMBL3747208";"";"None";"523.55";"1";"3.13";"17";"COCc1ncn(-c2ncc(OC)c3c(C(=O)C(=O)N4CCc5c(cccc5-c5ccccn5)C4)c[nH]c23)n1";"Stability";"'='";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3748701";"Metabolic stability in human liver microsomes assessed as compound remaining at 3 uM after 10 mins at pH 7.4 by LC/MS analysis";"A";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3745674";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
"CHEMBL3746461";"";"None";"565.59";"1";"2.51";"25";"COc1cnc(-c2cc(C(=O)NCCO)[nH]n2)c2[nH]cc(C(=O)C(=O)N3CCc4c(cccc4-c4ccccn4)C3)c12";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL3748701";"Metabolic stability in human liver microsomes assessed as compound remaining at 3 uM after 10 mins at pH 7.4 by LC/MS analysis";"A";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367379";"Liver microsome";"Homo sapiens";"TISSUE";"CHEMBL3745674";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
