"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL3310277";"";"None";"372.35";"0";"3.73";"1";"N#CC1(c2cc(CCO)cc(-c3ccnc4[nH]nc(C(F)(F)F)c34)c2)CC1";"Stability";"'='";"84.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3368194";"Metabolic stability in rat liver microsomes assessed as compound remaining at 1 uM after 30 mins by LC/MS/MS analysis";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3351598";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3314317";"";"None";"571.51";"2";"7.10";"10w";"CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)c(-c3ncc(F)cn3)c21";"Stability";"'='";"61.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3365975";"Metabolic stability in rat liver microsomes assessed as compound remaining at 0.5 uM after 10 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3352472";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3116049";"";"None";"284.34";"0";"3.48";"6";"O=C(O)c1cccc(-c2cccc3c2C(=O)SCC3)c1";"Stability";"";"";"%";"";"";"Stable";"UO_0000187";"";"";"";"";"0";"CHEMBL3116806";"Prodrug conversion in rat liver microsomes at 10 uM after 1.5 hrs by LC/MS/MS analysis";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3112468";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL191528";"ETHOXYCOUMARIN";"None";"190.20";"0";"2.19";"36";"CCOc1ccc2ccc(=O)oc2c1";"Stability";"'='";"31.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3094735";"Metabolic stability in Sprague-Dawley rat liver microsomes assessed as compound remaining at 10 uM after 60 mins by HPLC analysis";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3091331";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL3091515";"";"None";"588.54";"1";"2.03";"37";"CN1CCN(C(=O)[C@H](CNC(=O)c2ccc(Cl)s2)NS(=O)(=O)c2cccc(N3CCCC3=O)c2Cl)CC1";"Stability";"'='";"54.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3096706";"Metabolic stability in Sprague-Dawley rat liver microsomes at 5 uM after 20 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3091444";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";""
"CHEMBL3092215";"";"None";"504.55";"1";"3.03";"22";"CN(C1CCN(C(=O)c2ccccc2S(C)(=O)=O)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1";"Stability";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3096376";"Metabolic stability in rat liver microsomes assessed as compound remaining at 10 uM after 1 hr in presence of NADPH";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3091454";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";""
"CHEMBL3127648";"";"None";"406.51";"0";"3.92";"4h";"CCCn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1";"Stability";"'<'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3130894";"Metabolic stability in rat liver microsomes assessed as compound remaining measured at 10 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3124745";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3393077";"";"None";"430.49";"0";"2.37";"7h";"Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1nccs1";"Stability";"'='";"71.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3396818";"Metabolic stability in rat liver microsome assessed as compound remaining after 30 mins by LC/MS/MS analysis";"A";"BAO_0000251";"microsome format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3393027";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL3394682";"";"None";"444.52";"0";"2.68";"7i";"Cc1ncc(CNC(=O)c2sc(-n3cnn(Cc4ccc(F)cc4)c3=O)nc2C)s1";"Stability";"'='";"51.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3396818";"Metabolic stability in rat liver microsome assessed as compound remaining after 30 mins by LC/MS/MS analysis";"A";"BAO_0000251";"microsome format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3393027";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";""
"CHEMBL3355624";"";"None";"411.51";"0";"3.20";"16";"C[S+]([O-])c1cccc(-c2ccc3ncc(-c4ccc(S(C)(=O)=O)cc4)n3n2)c1";"Stability";"";"";"%";"";"";"Unstable";"UO_0000187";"";"";"";"";"0";"CHEMBL3381297";"Metabolic stability in rat liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3352608";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3356073";"";"None";"312.44";"0";"4.69";"2";"COc1cccc2snc(NCC(C)(C)c3ccccc3)c12";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL3625777";"Metabolic stability in rat liver microsomes assessed as compound remaining at 3 uM after 10 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3621160";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3622346";"";"None";"400.50";"0";"2.61";"14";"COc1cccc2c1C(NC[C@]1(c3ccccc3)CC[C@H](O)CC1)=NS2(=O)=O";"Stability";"'='";"68.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3625777";"Metabolic stability in rat liver microsomes assessed as compound remaining at 3 uM after 10 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3621160";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3797492";"";"None";"453.37";"1";"5.72";"10";"CC(C)N(Cc1ccccc1)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1";"Stability";"'='";"4.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3803697";"Metabolic stability of the compound in rat liver microsomes assessed as parent compound remaining after 60 mins";"A";"BAO_0000221";"tissue-based format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3797067";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
"CHEMBL3234071";"";"None";"427.51";"0";"2.87";"1";"CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(C)(=O)=O)c4)nn23)cc1";"Stability";"";"";"%";"";"";"Stable";"UO_0000187";"";"";"";"";"0";"CHEMBL3631368";"Metabolic stability of the compound in rat liver microsomes assessed as compound remaining at 0.1 uM after 30 mins by LC-MS/MS analysis";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3627607";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";""
"CHEMBL2152561";"";"None";"302.35";"0";"3.22";"E2072";"O=C(O)c1cccc(-c2cccc(CCS)c2C(=O)O)c1";"Stability";"'>'";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3537514";"Phase 1 metabolic stability in rat liver microsomes assessed as compound remaining at 10 uM measured for 1 hr by LC-MS/MS analysis";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3526151";"1";"Scientific Literature";"Drug Metab Dispos";"2012";"None";"";""
"CHEMBL3814024";"";"None";"336.44";"0";"3.00";"3e";"CN(C)c1ccc(C2=C[C@@H]3C[C@@]4(OC(=O)C=C24)[C@H]2CCCCN32)cc1";"Stability";"";"";"%";"";"";"Unstable";"UO_0000187";"";"";"";"";"0";"CHEMBL3816118";"Metabolic stability in rat liver microsomes at 2 uM after 1 hr by ZQ-LC-MS analysis";"A";"BAO_0000221";"tissue-based format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3813637";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";""
"CHEMBL3623052";"";"None";"534.70";"1";"2.79";"21g";"CCN(CC)S(=O)(=O)N[C@H]1CC[C@](CNC2=NS(=O)(=O)c3cccc(OC)c32)(c2ccccc2)CC1";"Stability";"'<'";"1.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3625777";"Metabolic stability in rat liver microsomes assessed as compound remaining at 3 uM after 10 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3621160";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";""
"CHEMBL3577959";"";"None";"359.49";"0";"2.93";"11l";"O=C(c1ccc(CN2CCC(F)CC2)cc1)N1CCN(C2CCC2)CC1";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL3578411";"Metabolic stability in Sprague-Dawley rat liver microsomes assessed as compound remaining at 1 uM after 15 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3576859";"1";"Scientific Literature";"ACS Med Chem Lett";"2015";"None";"";""
"CHEMBL3116344";"";"None";"517.98";"2";"7.44";"7k";"Fc1cc(C(F)(F)F)cc([C@@](Cc2ccccc2)(Nc2nc3c(s2)CCC3)c2ccc(Cl)cn2)c1";"Stability";"'='";"56.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3116903";"Metabolic stability of the compound in rat liver microsomes assessed as compound remaining after 10 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3112495";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3126859";"";"None";"647.84";"1";"4.60";"48";"COc1ccc2c(c1)C1CC1(C(=O)N1C[C@@H](C)N[C@@H](C)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21";"Stability";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3128696";"Metabolic stability in rat liver microsomes assessed as compound remaining";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3126857";"";"None";"682.84";"2";"5.12";"46";"COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(c3ccccc3)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21";"Stability";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3128696";"Metabolic stability in rat liver microsomes assessed as compound remaining";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3124792";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";""
"CHEMBL3116155";"";"None";"576.93";"2";"7.72";"11c";"Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc3cc(F)ccc3[nH]2)c2ccc(Cl)cn2)c1";"Stability";"'='";"95.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3116903";"Metabolic stability of the compound in rat liver microsomes assessed as compound remaining after 10 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3112495";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3104405";"";"None";"359.38";"0";"2.38";"23";"Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)cc1";"Stability";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3106731";"Metabolic stability in rat liver microsomes assessed as compound remaining at 5 uM after 30 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3102832";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3104392";"";"None";"409.51";"0";"3.71";"10";"Cc1nc(-n2ccc(OCCC3CC3)cc2=O)sc1C(=O)NCc1ccccc1";"Stability";"'='";"71.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3106731";"Metabolic stability in rat liver microsomes assessed as compound remaining at 5 uM after 30 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3102832";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3104391";"";"None";"355.42";"0";"2.54";"9";"COc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1";"Stability";"'='";"64.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3106731";"Metabolic stability in rat liver microsomes assessed as compound remaining at 5 uM after 30 mins";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3102832";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL2441157";"";"None";"360.24";"0";"4.22";"7";"O=C(Nc1nc(-c2ccccn2)cs1)c1cccc(Br)c1";"Stability";"'>'";"99.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3106742";"Metabolic stability in rat liver microsomes assessed as compound remaining at 1 uM after 30 mins by HPLC-MS/MS analysis";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3102791";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3234845";"";"None";"438.48";"1";"5.52";"10a";"C[C@H](c1ccccc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc(-c3ccccc3)co2)C1=O";"Stability";"'='";"15.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3241717";"Metabolic stability in rat liver microsomes assessed as compound remaining at 1 uM after 0.5 hrs";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3232811";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3234853";"";"None";"507.38";"2";"5.96";"12c";"C[C@H](c1ccccc1)N1C(=O)O[C@](Cc2ccccc2)(c2nnc(-c3ccc(Cl)c(Cl)c3)[nH]2)C1=O";"Stability";"'='";"41.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3241717";"Metabolic stability in rat liver microsomes assessed as compound remaining at 1 uM after 0.5 hrs";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3232811";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
"CHEMBL3234861";"";"None";"501.50";"1";"3.72";"13g";"COc1cc(OC)nc(-c2nnc([C@@]3(Cc4ccccc4)OC(=O)N([C@H](C)c4ccccc4)C3=O)o2)n1";"Stability";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3241717";"Metabolic stability in rat liver microsomes assessed as compound remaining at 1 uM after 0.5 hrs";"A";"BAO_0000019";"assay format";"Rattus norvegicus";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL2367428";"Liver microsome";"Rattus norvegicus";"TISSUE";"CHEMBL3232811";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";""
