"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL272822";"";"None";"475.48";"1";"5.61";"17";"COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(F)cc3)c2cc1OC";"Stability";"'='";"17.0";"microL/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL950192";"Metabolic stability in human liver microsomes";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1144028";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL411630";"";"None";"471.51";"1";"5.78";"13";"COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(C)cc3)c2cc1OC";"Stability";"'='";"31.0";"microL/min/mg";"";"";"";"";"";"";"";"";"0";"CHEMBL950192";"Metabolic stability in human liver microsomes";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1144028";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";""
"CHEMBL244407";"";"None";"412.53";"0";"4.34";"16k";"O=C(NC12CC3CC(CC(C3)C1)C2)N[C@H]1CC[C@@H](Oc2ccccc2C(=O)O)CC1";"Stability";"";"";"%";"";"";"Not Determined";"UO_0000187";"";"";"";"";"0";"CHEMBL894932";"Metabolic stability in human liver microsomes";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1148702";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL1909662";"";"None";"362.84";"0";"3.16";"12a";"N#Cc1c(O)nc(S(=O)(=O)Cc2ccccc2Cl)c2c1CCCC2";"Stability";"'='";"0.07";"nmol/min";"";"";"";"";"";"";"";"";"0";"CHEMBL1913243";"Metabolic stability of the compound in human liver microsomes assessed as stability rate per mg of protein at 300 uM after 10 mins by LC-MS/MS analysis in presence of NADPH";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1909577";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL1911585";"";"None";"330.84";"0";"4.48";"2a";"N#Cc1c(O)nc(SCc2ccccc2Cl)c2c1CCCC2";"Stability";"'='";"0.09";"nmol/min";"";"";"";"";"";"";"";"";"0";"CHEMBL1913243";"Metabolic stability of the compound in human liver microsomes assessed as stability rate per mg of protein at 300 uM after 10 mins by LC-MS/MS analysis in presence of NADPH";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1909577";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL439577";"";"None";"362.56";"0";"4.77";"24";"CCCCCOC1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1";"Stability";"'='";"22.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL896997";"Stability in human liver microsomes at 100 uM after 1 hr";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1148831";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL1222521";"";"None";"491.46";"1";"5.65";"50";"CCCC1(c2ccccc2)c2c(ccc(F)c2F)N(Cc2cc[n+]([O-])cc2)C(=O)N1CC(F)(F)F";"Stability";"'='";"18.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1225394";"Metabolic stability in human liver microsome assessed as compound remaining after 30 mins";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1221274";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1222450";"";"None";"424.29";"1";"5.41";"45";"O=C1Nc2ccc(F)c(F)c2C(CC(F)F)(c2ccc(F)cc2)N1CC(F)(F)F";"Stability";"'='";"68.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1225388";"Metabolic stability in human liver microsome assessed as compound remaining after 60 mins";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1221274";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1946794";"";"None";"388.26";"0";"2.70";"33";"O=C(Nc1ccc(OC(F)(F)F)cc1)O[C@@H]1COc2nc([N+](=O)[O-])cn2C1";"Stability";"'='";"88.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1947392";"Metabolic stability of the compound in human liver microsomes assessed as compound remaining after 1 hr";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1944507";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";""
"CHEMBL300891";"";"None";"575.73";"1";"3.71";"1, JE-2147";"Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(O)c2C)CSC1(C)C";"Stability";"'='";"59.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL946875";"Metabolic stability in human liver microsomes assessed as compound remaining at 5 uM in presence of 2.5 uM ritonavir by RP-HPLC";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1143257";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";""
"CHEMBL484004";"";"None";"512.56";"1";"-0.16";"53";"CCOc1cc(C(=O)N[C@@H](COC)C(=O)N[C@@H](COC)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)no1";"Stability";"'='";"0.69";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL988577";"Metabolic stability in human liver microsomes assessed as extraction ratio at 1 uM";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1138457";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";""
"CHEMBL483340";"";"None";"516.55";"1";"-0.06";"58, (PR-047)";"COC[C@H](NC(=O)c1cnc(C)o1)C(=O)N[C@@H](COC)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1";"Stability";"'='";"0.6";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL988577";"Metabolic stability in human liver microsomes assessed as extraction ratio at 1 uM";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1138457";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";""
"CHEMBL1099069";"";"None";"451.46";"0";"1.91";"19";"CCc1nn(CCOCC(F)(F)F)c2c(Nc3ccncn3)nc(N3CCNCC3)nc12";"Stability";"'='";"96.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1106512";"Metabolic stability in human liver microsomes assessed as compound remaining after 30 mins";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1157119";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1091858";"";"None";"348.39";"0";"2.78";"2, 4:1-mixture of two rotamers";"O=C(C1CCC(F)(F)CC1)N1CC(=O)N2CCc3ccccc3C2C1";"Stability";"";"";"%";"";"";"Stable";"UO_0000187";"";"";"";"";"0";"CHEMBL1109893";"Metabolic stability in human liver microsomes at 1 uM after 120 mins by LC-MS/MS";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1156158";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1215190";"";"None";"360.46";"0";"3.03";"14";"Cc1nc2c(C#N)c(C)c(-c3ccccc3)c(N3CC[C@H](N(C)C)C3)n2n1";"Stability";"'='";"84.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1219396";"Metabolic stability in human liver microsomes";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1212889";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";""
"CHEMBL571173";"";"None";"377.83";"0";"4.14";"17, racemic";"CC1c2c[nH]nc2-c2c(F)cccc2N1S(=O)(=O)c1ccc(Cl)cc1";"Stability";"'='";"3.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1048199";"Oxidative metabolic stability in human liver microsomes at 1 uM after 30 mins in presence of 1 mM NADPH";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1155356";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL584330";"";"None";"477.46";"0";"4.54";"52, racemic";"COC(=O)c1ccc2c(c1)N(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C(C1CC1)c1c[nH]nc1-2";"Stability";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL1048199";"Oxidative metabolic stability in human liver microsomes at 1 uM after 30 mins in presence of 1 mM NADPH";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1155356";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL565515";"";"None";"344.50";"0";"3.90";"36";"Cc1cc(C)c(NC(=O)C2CCCCC2C)cc1CN1CCOCC1";"Stability";"'='";"49.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1041039";"Metabolic stability in human liver microsomes after 30 mins";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1155343";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL1223563";"";"None";"519.48";"1";"2.30";"35";"CNC(=O)[C@@H](NC(=O)c1ccc(-c2cccc(CNC(=O)c3ccnc(C(F)(F)F)n3)c2)o1)C(C)(C)O";"Stability";"'='";"14.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1228238";"Metabolic stability in human liver microsomes";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1221301";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1095187";"";"None";"480.97";"0";"1.48";"5m";"O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCOCC2=O)CC1";"Stability";"'='";"11.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1111063";"Metabolic stability in human liver microsomes assessed as acid production after 20 mins by HPLC in presence of NADPH";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1157901";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL1087087";"";"None";"506.02";"1";"2.52";"5c";"O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2C[C@@H]3CCCN3C2=O)CC1";"Stability";"'='";"65.2";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1111063";"Metabolic stability in human liver microsomes assessed as acid production after 20 mins by HPLC in presence of NADPH";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1157901";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL593461";"";"None";"517.01";"1";"2.61";"3a";"Cc1ncc2n1C(=O)N(C1CCN(C(=O)[C@H](O)CS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC1)C2";"Stability";"'='";"14.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1111063";"Metabolic stability in human liver microsomes assessed as acid production after 20 mins by HPLC in presence of NADPH";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1157901";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL589167";"";"None";"387.43";"0";"3.62";"11c";"Cc1c(CC(=O)O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1";"Stability";"'='";"100.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1073499";"Metabolic stability in human liver microsomes at 0.1 uM";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1157697";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL600167";"";"None";"441.55";"0";"4.36";"10g";"COc1ccc(-n2c(-c3ccc(S(C)(=O)=O)cc3)cc(CC(=O)OC(C)C)c2C)cc1";"Stability";"'='";"7.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1073499";"Metabolic stability in human liver microsomes at 0.1 uM";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1157697";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL589812";"";"None";"429.51";"0";"4.49";"10c";"Cc1c(CC(=O)OC(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1";"Stability";"'='";"0.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1073499";"Metabolic stability in human liver microsomes at 0.1 uM";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1157697";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL1094500";"";"None";"410.53";"0";"2.55";"30";"CCOCCn1nc(C)c2nc(N3CCC(N)CC3)nc(Nc3cc(C)ccn3)c21";"Stability";"'='";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1106528";"Metabolic stability in human liver microsome assessed as compound remaining after 30 mins";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1157825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1097822";"";"None";"438.54";"0";"2.32";"38";"CCOCCn1nc(C)c2nc(N3CCC(C(N)=O)CC3)nc(Nc3cc(C)ccn3)c21";"Stability";"'='";"26.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1106528";"Metabolic stability in human liver microsome assessed as compound remaining after 30 mins";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1157825";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1082241";"";"None";"348.83";"0";"3.63";"6d";"COc1cc(C)c(Nc2nc(Cl)cn([C@H](C)C3CC3)c2=O)c(C)n1";"Stability";"'='";"81.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1106907";"Metabolic stability in human liver microsomes assessed as compound remaining after 10 mins";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1155418";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1085683";"";"None";"332.84";"0";"3.93";"6e";"Cc1cc(C)c(Nc2nc(Cl)cn([C@H](C)C3CC3)c2=O)c(C)n1";"Stability";"'='";"76.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1106907";"Metabolic stability in human liver microsomes assessed as compound remaining after 10 mins";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1155418";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL570862";"";"None";"430.94";"0";"1.39";"rac-43";"CCS(=O)(=O)N1CC2Cc3[nH]ncc3C(C1)N2S(=O)(=O)c1ccc(Cl)cc1";"Stability";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL1037936";"Metabolic stability in human liver microsomes at 2 uM after 30 mins in presence of UDPGA";"A";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL613373";"Liver microsomes";"Homo sapiens";"SUBCELLULAR";"CHEMBL1156139";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
